"Código","Unidade Territorial","Referência",""
"52","GOIÁS","08/2020","411744"
"53","DISTRITO FEDERAL","08/2020","68384"
"11","RONDÔNIA","09/2020","133634"
"12","ACRE","09/2020","48525"
"13","AMAZONAS","09/2020","288683"
"14","RORAIMA","09/2020","45301"
"15","PARÁ","09/2020","550761"
"16","AMAPÁ","09/2020","50855"
"17","TOCANTINS","09/2020","125374"
"21","MARANHÃO","09/2020","326681"
"22","PIAUÍ","09/2020","120388"
"23","CEARÁ","09/2020","429351"
"24","RIO GRANDE DO NORTE","09/2020","154231"
"25","PARAÍBA","09/2020","142743"
"26","PERNAMBUCO","09/2020","415913"
"27","ALAGOAS","09/2020","145141"
"28","SERGIPE","09/2020","102492"
"29","BAHIA","09/2020","635799"
"31","MINAS GERAIS","09/2020","922697"
"32","ESPÍRITO SANTO","09/2020","214352"
"33","RIO DE JANEIRO","09/2020","510961"
"35","SÃO PAULO","09/2020","1552653"
"41","PARANÁ","09/2020","509572"
"42","SANTA CATARINA","09/2020","171529"
"43","RIO GRANDE DO SUL","09/2020","358185"
"50","MATO GROSSO DO SUL","09/2020","162632"
"51","MATO GROSSO","09/2020","225023"
"52","GOIÁS","09/2020","412535"
"53","DISTRITO FEDERAL","09/2020","68323"
"11","RONDÔNIA","10/2020","134289"
"12","ACRE","10/2020","48379"
"13","AMAZONAS","10/2020","289315"
"14","RORAIMA","10/2020","45330"
"15","PARÁ","10/2020","554238"
"16","AMAPÁ","10/2020","52009"
"17","TOCANTINS","10/2020","125509"
"21","MARANHÃO","10/2020","329303"
"22","PIAUÍ","10/2020","120528"
"23","CEARÁ","10/2020","429800"
"24","RIO GRANDE DO NORTE","10/2020","154570"
"25","PARAÍBA","10/2020","143340"
"26","PERNAMBUCO","10/2020","417021"
"27","ALAGOAS","10/2020","145318"
"28","SERGIPE","10/2020","102857"
"29","BAHIA","10/2020","637408"
"31","MINAS GERAIS","10/2020","923276"
"32","ESPÍRITO SANTO","10/2020","215128"
"33","RIO DE JANEIRO","10/2020","511911"
"35","SÃO PAULO","10/2020","1555818"
"41","PARANÁ","10/2020","511400"
"42","SANTA CATARINA","10/2020","171998"
"43","RIO GRANDE DO SUL","10/2020","359243"
"50","MATO GROSSO DO SUL","10/2020","162803"
"51","MATO GROSSO","10/2020","225774"
"52","GOIÁS","10/2020","413701"
"53","DISTRITO FEDERAL","10/2020","68485"
"11","RONDÔNIA","11/2020","128200"
"12","ACRE","11/2020","46287"
"13","AMAZONAS","11/2020","278268"
"14","RORAIMA","11/2020","43131"
"15","PARÁ","11/2020","535923"
"16","AMAPÁ","11/2020","50559"
"17","TOCANTINS","11/2020","121440"
"21","MARANHÃO","11/2020","317567"
"22","PIAUÍ","11/2020","116298"
"23","CEARÁ","11/2020","414589"
"24","RIO GRANDE DO NORTE","11/2020","148837"
"25","PARAÍBA","11/2020","138709"
"26","PERNAMBUCO","11/2020","401610"
"27","ALAGOAS","11/2020","138348"
"28","SERGIPE","11/2020","99632"
"29","BAHIA","11/2020","612343"
"31","MINAS GERAIS","11/2020","884796"
"32","ESPÍRITO SANTO","11/2020","206289"
"33","RIO DE JANEIRO","11/2020","483301"
"35","SÃO PAULO","11/2020","1463857"
"41","PARANÁ","11/2020","490792"
"42","SANTA CATARINA","11/2020","162818"
"43","RIO GRANDE DO SUL","11/2020","341458"
"50","MATO GROSSO DO SUL","11/2020","156010"
"51","MATO GROSSO","11/2020","217080"
"52","GOIÁS","11/2020","395008"
"53","DISTRITO FEDERAL","11/2020","62546"
"11","RONDÔNIA","12/2020","128405"
"12","ACRE","12/2020","46224"
"13","AMAZONAS","12/2020","278701"
"14","RORAIMA","12/2020","43141"
"15","PARÁ","12/2020","539840"
"16","AMAPÁ","12/2020","50714"
"17","TOCANTINS","12/2020","121774"
"21","MARANHÃO","12/2020","318988"
"22","PIAUÍ","12/2020","116480"
"23","CEARÁ","12/2020","416133"
"24","RIO GRANDE DO NORTE","12/2020","149251"
"25","PARAÍBA","12/2020","139248"
"26","PERNAMBUCO","12/2020","402939"
"27","ALAGOAS","12/2020","138495"
"28","SERGIPE","12/2020","99798"
"29","BAHIA","12/2020","613782"
"31","MINAS GERAIS","12/2020","883789"
"32","ESPÍRITO SANTO","12/2020","206954"
"33","RIO DE JANEIRO","12/2020","484388"
"35","SÃO PAULO","12/2020","1470263"
"41","PARANÁ","12/2020","492799"
"42","SANTA CATARINA","12/2020","163742"
"43","RIO GRANDE DO SUL","12/2020","343198"
"50","MATO GROSSO DO SUL","12/2020","156413"
"51","MATO GROSSO","12/2020","218443"
"52","GOIÁS","12/2020","396256"
"53","DISTRITO FEDERAL","12/2020","62669"
"11","RONDÔNIA","01/2021","128885"
"12","ACRE","01/2021","46171"
"13","AMAZONAS","01/2021","278968"
"14","RORAIMA","01/2021","43215"
"15","PARÁ","01/2021","542681"
"16","AMAPÁ","01/2021","50857"
"17","TOCANTINS","01/2021","122036"
"21","MARANHÃO","01/2021","320234"
"22","PIAUÍ","01/2021","116507"
"23","CEARÁ","01/2021","416988"
"24","RIO GRANDE DO NORTE","01/2021","149446"
"25","PARAÍBA","01/2021","139988"
"26","PERNAMBUCO","01/2021","405205"
"27","ALAGOAS","01/2021","138648"
"28","SERGIPE","01/2021","100264"
"29","BAHIA","01/2021","614571"
"31","MINAS GERAIS","01/2021","885006"
"32","ESPÍRITO SANTO","01/2021","208097"
"33","RIO DE JANEIRO","01/2021","485133"
"35","SÃO PAULO","01/2021","1478369"
"41","PARANÁ","01/2021","494665"
"42","SANTA CATARINA","01/2021","164387"
"43","RIO GRANDE DO SUL","01/2021","344566"
"50","MATO GROSSO DO SUL","01/2021","157100"
"51","MATO GROSSO","01/2021","219950"
"52","GOIÁS","01/2021","397979"
"53","DISTRITO FEDERAL","01/2021","62842"
"11","RONDÔNIA","02/2021","129236"
"12","ACRE","02/2021","45833"
"13","AMAZONAS","02/2021","278348"
"14","RORAIMA","02/2021","43299"
"15","PARÁ","02/2021","545266"
"16","AMAPÁ","02/2021","51236"
"17","TOCANTINS","02/2021","122421"
"21","MARANHÃO","02/2021","321146"
"22","PIAUÍ","02/2021","116330"
"23","CEARÁ","02/2021","415847"
"24","RIO GRANDE DO NORTE","02/2021","149245"
"25","PARAÍBA","02/2021","140197"
"26","PERNAMBUCO","02/2021","407423"
"27","ALAGOAS","02/2021","138349"
"28","SERGIPE","02/2021","100813"
"29","BAHIA","02/2021","613660"
"31","MINAS GERAIS","02/2021","886236"
"32","ESPÍRITO SANTO","02/2021","209485"
"33","RIO DE JANEIRO","02/2021","485784"
"35","SÃO PAULO","02/2021","1486997"
"41","PARANÁ","02/2021","498011"
"42","SANTA CATARINA","02/2021","165229"
"43","RIO GRANDE DO SUL","02/2021","345668"
"50","MATO GROSSO DO SUL","02/2021","157933"
"51","MATO GROSSO","02/2021","221875"
"52","GOIÁS","02/2021","400835"
"53","DISTRITO FEDERAL","02/2021","63285"
"11","RONDÔNIA","03/2021","129349"
"12","ACRE","03/2021","45092"
"13","AMAZONAS","03/2021","277146"
"14","RORAIMA","03/2021","43367"
"15","PARÁ","03/2021","542738"
"16","AMAPÁ","03/2021","51258"
"17","TOCANTINS","03/2021","121805"
"21","MARANHÃO","03/2021","317780"
"22","PIAUÍ","03/2021","114441"
"23","CEARÁ","03/2021","412377"
"24","RIO GRANDE DO NORTE","03/2021","147584"
"25","PARAÍBA","03/2021","138576"
"26","PERNAMBUCO","03/2021","402837"
"27","ALAGOAS","03/2021","136346"
"28","SERGIPE","03/2021","99683"
"29","BAHIA","03/2021","605471"
"31","MINAS GERAIS","03/2021","880691"
"32","ESPÍRITO SANTO","03/2021","209883"
"33","RIO DE JANEIRO","03/2021","482949"
"35","SÃO PAULO","03/2021","1487818"
"41","PARANÁ","03/2021","498636"
"42","SANTA CATARINA","03/2021","165436"
"43","RIO GRANDE DO SUL","03/2021","344729"
"50","MATO GROSSO DO SUL","03/2021","158395"
"51","MATO GROSSO","03/2021","221850"
"52","GOIÁS","03/2021","401261"
"53","DISTRITO FEDERAL","03/2021","63505"
"11","RONDÔNIA","04/2021","129783"
"12","ACRE","04/2021","44162"
"13","AMAZONAS","04/2021","275200"
"14","RORAIMA","04/2021","43446"
"15","PARÁ","04/2021","539610"
"16","AMAPÁ","04/2021","51418"
"17","TOCANTINS","04/2021","121218"
"21","MARANHÃO","04/2021","315236"
"22","PIAUÍ","04/2021","112798"
"23","CEARÁ","04/2021","409482"
"24","RIO GRANDE DO NORTE","04/2021","146520"
"25","PARAÍBA","04/2021","137535"
"26","PERNAMBUCO","04/2021","400146"
"27","ALAGOAS","04/2021","135432"
"28","SERGIPE","04/2021","99094"
"29","BAHIA","04/2021","598797"
"31","MINAS GERAIS","04/2021","879297"
"32","ESPÍRITO SANTO","04/2021","210545"
"33","RIO DE JANEIRO","04/2021","480184"
"35","SÃO PAULO","04/2021","1488302"
"41","PARANÁ","04/2021","501138"
"42","SANTA CATARINA","04/2021","166128"
"43","RIO GRANDE DO SUL","04/2021","344437"
"50","MATO GROSSO DO SUL","04/2021","158644"
"51","MATO GROSSO","04/2021","222658"
"52","GOIÁS","04/2021","401808"
"53","DISTRITO FEDERAL","04/2021","63822"
"11","RONDÔNIA","05/2021","130254"
"12","ACRE","05/2021","43695"
"13","AMAZONAS","05/2021","274372"
"14","RORAIMA","05/2021","43495"
"15","PARÁ","05/2021","538590"
"16","AMAPÁ","05/2021","51715"
"17","TOCANTINS","05/2021","121437"
"21","MARANHÃO","05/2021","314574"
"22","PIAUÍ","05/2021","112004"
"23","CEARÁ","05/2021","407412"
"24","RIO GRANDE DO NORTE","05/2021","146457"
"25","PARAÍBA","05/2021","137548"
"26","PERNAMBUCO","05/2021","399951"
"27","ALAGOAS","05/2021","135328"
"28","SERGIPE","05/2021","99369"
"29","BAHIA","05/2021","598194"
"31","MINAS GERAIS","05/2021","881140"
"32","ESPÍRITO SANTO","05/2021","211799"
"33","RIO DE JANEIRO","05/2021","479711"
"35","SÃO PAULO","05/2021","1492294"
"41","PARANÁ","05/2021","504076"
"42","SANTA CATARINA","05/2021","167192"
"43","RIO GRANDE DO SUL","05/2021","345245"
"50","MATO GROSSO DO SUL","05/2021","159087"
"51","MATO GROSSO","05/2021","223538"
"52","GOIÁS","05/2021","403602"
"53","DISTRITO FEDERAL","05/2021","64634"
"11","RONDÔNIA","06/2021","131042"
"12","ACRE","06/2021","43213"
"13","AMAZONAS","06/2021","273904"
"14","RORAIMA","06/2021","43479"
"15","PARÁ","06/2021","539131"
"16","AMAPÁ","06/2021","52247"
"17","TOCANTINS","06/2021","121514"
"21","MARANHÃO","06/2021","315384"
"22","PIAUÍ","06/2021","111938"
"23","CEARÁ","06/2021","407223"
"24","RIO GRANDE DO NORTE","06/2021","146500"
"25","PARAÍBA","06/2021","137892"
"26","PERNAMBUCO","06/2021","400900"
"27","ALAGOAS","06/2021","135331"
"28","SERGIPE","06/2021","99612"
"29","BAHIA","06/2021","599500"
"31","MINAS GERAIS","06/2021","882448"
"32","ESPÍRITO SANTO","06/2021","213142"
"33","RIO DE JANEIRO","06/2021","480245"
"35","SÃO PAULO","06/2021","1497081"
"41","PARANÁ","06/2021","506447"
"42","SANTA CATARINA","06/2021","167901"
"43","RIO GRANDE DO SUL","06/2021","346503"
"50","MATO GROSSO DO SUL","06/2021","159655"
"51","MATO GROSSO","06/2021","224247"
"52","GOIÁS","06/2021","405585"
"53","DISTRITO FEDERAL","06/2021","65738"
"11","RONDÔNIA","07/2021","131904"
"12","ACRE","07/2021","42937"
"13","AMAZONAS","07/2021","273179"
"14","RORAIMA","07/2021","43486"
"15","PARÁ","07/2021","540660"
"16","AMAPÁ","07/2021","52915"
"17","TOCANTINS","07/2021","121333"
"21","MARANHÃO","07/2021","317681"
"22","PIAUÍ","07/2021","111757"
"23","CEARÁ","07/2021","407456"
"24","RIO GRANDE DO NORTE","07/2021","146861"
"25","PARAÍBA","07/2021","138544"
"26","PERNAMBUCO","07/2021","402537"
"27","ALAGOAS","07/2021","134998"
"28","SERGIPE","07/2021","100077"
"29","BAHIA","07/2021","601290"
"31","MINAS GERAIS","07/2021","883765"
"32","ESPÍRITO SANTO","07/2021","214373"
"33","RIO DE JANEIRO","07/2021","482731"
"35","SÃO PAULO","07/2021","1504117"
"41","PARANÁ","07/2021","508808"
"42","SANTA CATARINA","07/2021","169327"
"43","RIO GRANDE DO SUL","07/2021","347687"
"50","MATO GROSSO DO SUL","07/2021","160594"
"51","MATO GROSSO","07/2021","225522"
"52","GOIÁS","07/2021","408194"
"53","DISTRITO FEDERAL","07/2021","66951"
"11","RONDÔNIA","08/2021","132709"
"12","ACRE","08/2021","42886"
"13","AMAZONAS","08/2021","273592"
"14","RORAIMA","08/2021","43629"
"15","PARÁ","08/2021","542630"
"16","AMAPÁ","08/2021","53331"
"17","TOCANTINS","08/2021","121533"
"21","MARANHÃO","08/2021","319773"
"22","PIAUÍ","08/2021","111914"
"23","CEARÁ","08/2021","407448"
"24","RIO GRANDE DO NORTE","08/2021","147196"
"25","PARAÍBA","08/2021","139472"
"26","PERNAMBUCO","08/2021","404274"
"27","ALAGOAS","08/2021","135095"
"28","SERGIPE","08/2021","100576"
"29","BAHIA","08/2021","603229"
"31","MINAS GERAIS","08/2021","885670"
"32","ESPÍRITO SANTO","08/2021","215927"
"33","RIO DE JANEIRO","08/2021","484529"
"35","SÃO PAULO","08/2021","1510605"
"41","PARANÁ","08/2021","511031"
"42","SANTA CATARINA","08/2021","170355"
"43","RIO GRANDE DO SUL","08/2021","348609"
"50","MATO GROSSO DO SUL","08/2021","161039"
"51","MATO GROSSO","08/2021","226263"
"52","GOIÁS","08/2021","410069"
"53","DISTRITO FEDERAL","08/2021","68039"
"11","RONDÔNIA","09/2021","133547"
"12","ACRE","09/2021","42881"
"13","AMAZONAS","09/2021","273992"
"14","RORAIMA","09/2021","43627"
"15","PARÁ","09/2021","544861"
"16","AMAPÁ","09/2021","53460"
"17","TOCANTINS","09/2021","121703"
"21","MARANHÃO","09/2021","322107"
"22","PIAUÍ","09/2021","111865"
"23","CEARÁ","09/2021","407662"
"24","RIO GRANDE DO NORTE","09/2021","147889"
"25","PARAÍBA","09/2021","140211"
"26","PERNAMBUCO","09/2021","406729"
"27","ALAGOAS","09/2021","135062"
"28","SERGIPE","09/2021","100911"
"29","BAHIA","09/2021","605442"
"31","MINAS GERAIS","09/2021","888166"
"32","ESPÍRITO SANTO","09/2021","217269"
"33","RIO DE JANEIRO","09/2021","486397"
"35","SÃO PAULO","09/2021","1515772"
"41","PARANÁ","09/2021","513322"
"42","SANTA CATARINA","09/2021","171391"
"43","RIO GRANDE DO SUL","09/2021","349777"
"50","MATO GROSSO DO SUL","09/2021","161352"
"51","MATO GROSSO","09/2021","226759"
"52","GOIÁS","09/2021","412320"
"53","DISTRITO FEDERAL","09/2021","69024"
"11","RONDÔNIA","10/2021","134672"
"12","ACRE","10/2021","42957"
"13","AMAZONAS","10/2021","274696"
"14","RORAIMA","10/2021","43700"
"15","PARÁ","10/2021","549035"
"16","AMAPÁ","10/2021","53785"
"17","TOCANTINS","10/2021","122006"
"21","MARANHÃO","10/2021","324446"
"22","PIAUÍ","10/2021","112268"
"23","CEARÁ","10/2021","407348"
"24","RIO GRANDE DO NORTE","10/2021","148536"
"25","PARAÍBA","10/2021","140899"
"26","PERNAMBUCO","10/2021","409109"
"27","ALAGOAS","10/2021","134840"
"28","SERGIPE","10/2021","101462"
"29","BAHIA","10/2021","607807"
"31","MINAS GERAIS","10/2021","889732"
"32","ESPÍRITO SANTO","10/2021","218647"
"33","RIO DE JANEIRO","10/2021","488448"
"35","SÃO PAULO","10/2021","1522599"
"41","PARANÁ","10/2021","515629"
"42","SANTA CATARINA","10/2021","172452"
"43","RIO GRANDE DO SUL","10/2021","351019"
"50","MATO GROSSO DO SUL","10/2021","161812"
"51","MATO GROSSO","10/2021","227089"
"52","GOIÁS","10/2021","415963"
"53","DISTRITO FEDERAL","10/2021","69658"
"11","RONDÔNIA","11/2021","138625"
"12","ACRE","11/2021","43720"
"13","AMAZONAS","11/2021","278322"
"14","RORAIMA","11/2021","44068"
"15","PARÁ","11/2021","556267"
"16","AMAPÁ","11/2021","54594"
"17","TOCANTINS","11/2021","123799"
"21","MARANHÃO","11/2021","333170"
"22","PIAUÍ","11/2021","113379"
"23","CEARÁ","11/2021","409488"
"24","RIO GRANDE DO NORTE","11/2021","152450"
"25","PARAÍBA","11/2021","144386"
"26","PERNAMBUCO","11/2021","421749"
"27","ALAGOAS","11/2021","136916"
"28","SERGIPE","11/2021","105519"
"29","BAHIA","11/2021","625633"
"31","MINAS GERAIS","11/2021","890738"
"32","ESPÍRITO SANTO","11/2021","222023"
"33","RIO DE JANEIRO","11/2021","498415"
"35","SÃO PAULO","11/2021","1541327"
"41","PARANÁ","11/2021","524458"
"42","SANTA CATARINA","11/2021","175378"
"43","RIO GRANDE DO SUL","11/2021","359187"
"50","MATO GROSSO DO SUL","11/2021","164212"
"51","MATO GROSSO","11/2021","231891"
"52","GOIÁS","11/2021","426231"
"53","DISTRITO FEDERAL","11/2021","70670"
"11","RONDÔNIA","12/2021","140939"
"12","ACRE","12/2021","44224"
"13","AMAZONAS","12/2021","281517"
"14","RORAIMA","12/2021","44464"
"15","PARÁ","12/2021","561587"
"16","AMAPÁ","12/2021","55156"
"17","TOCANTINS","12/2021","124942"
"21","MARANHÃO","12/2021","339997"
"22","PIAUÍ","12/2021","114718"
"23","CEARÁ","12/2021","413787"
"24","RIO GRANDE DO NORTE","12/2021","156671"
"25","PARAÍBA","12/2021","147771"
"26","PERNAMBUCO","12/2021","430277"
"27","ALAGOAS","12/2021","138455"
"28","SERGIPE","12/2021","108650"
"29","BAHIA","12/2021","639617"
"31","MINAS GERAIS","12/2021","899863"
"32","ESPÍRITO SANTO","12/2021","223947"
"33","RIO DE JANEIRO","12/2021","505690"
"35","SÃO PAULO","12/2021","1553736"
"41","PARANÁ","12/2021","528973"
"42","SANTA CATARINA","12/2021","177395"
"43","RIO GRANDE DO SUL","12/2021","364267"
"50","MATO GROSSO DO SUL","12/2021","165723"
"51","MATO GROSSO","12/2021","234237"
"52","GOIÁS","12/2021","433561"
"53","DISTRITO FEDERAL","12/2021","71157"
"11","RONDÔNIA","01/2022","132120"
"12","ACRE","01/2022","44236"
"13","AMAZONAS","01/2022","244518"
"14","RORAIMA","01/2022","42585"
"15","PARÁ","01/2022","487066"
"16","AMAPÁ","01/2022","47411"
"17","TOCANTINS","01/2022","123385"
"21","MARANHÃO","01/2022","315049"
"22","PIAUÍ","01/2022","111688"
"23","CEARÁ","01/2022","392583"
"24","RIO GRANDE DO NORTE","01/2022","148409"
"25","PARAÍBA","01/2022","145634"
"26","PERNAMBUCO","01/2022","395690"
"27","ALAGOAS","01/2022","129404"
"28","SERGIPE","01/2022","102737"
"29","BAHIA","01/2022","595562"
"31","MINAS GERAIS","01/2022","900411"
"32","ESPÍRITO SANTO","01/2022","217881"
"33","RIO DE JANEIRO","01/2022","438123"
"35","SÃO PAULO","01/2022","1488927"
"41","PARANÁ","01/2022","538522"
"42","SANTA CATARINA","01/2022","182237"
"43","RIO GRANDE DO SUL","01/2022","350208"
"50","MATO GROSSO DO SUL","01/2022","166503"
"51","MATO GROSSO","01/2022","227118"
"52","GOIÁS","01/2022","420211"
"53","DISTRITO FEDERAL","01/2022","66424"
"11","RONDÔNIA","02/2022","136062"
"12","ACRE","02/2022","45282"
"13","AMAZONAS","02/2022","247448"
"14","RORAIMA","02/2022","43174"
"15","PARÁ","02/2022","494907"
"16","AMAPÁ","02/2022","48483"
"17","TOCANTINS","02/2022","125757"
"21","MARANHÃO","02/2022","320651"
"22","PIAUÍ","02/2022","111887"
"23","CEARÁ","02/2022","394353"
"24","RIO GRANDE DO NORTE","02/2022","150906"
"25","PARAÍBA","02/2022","147858"
"26","PERNAMBUCO","02/2022","403099"
"27","ALAGOAS","02/2022","130709"
"28","SERGIPE","02/2022","105611"
"29","BAHIA","02/2022","608442"
"31","MINAS GERAIS","02/2022","915950"
"32","ESPÍRITO SANTO","02/2022","221271"
"33","RIO DE JANEIRO","02/2022","449838"
"35","SÃO PAULO","02/2022","1514948"
"41","PARANÁ","02/2022","549539"
"42","SANTA CATARINA","02/2022","186285"
"43","RIO GRANDE DO SUL","02/2022","357473"
"50","MATO GROSSO DO SUL","02/2022","169872"
"51","MATO GROSSO","02/2022","233143"
"52","GOIÁS","02/2022","437155"
"53","DISTRITO FEDERAL","02/2022","68080"
"11","RONDÔNIA","03/2022","138388"
"12","ACRE","03/2022","45675"
"13","AMAZONAS","03/2022","249109"
"14","RORAIMA","03/2022","43961"
"15","PARÁ","03/2022","500286"
"16","AMAPÁ","03/2022","49111"
"17","TOCANTINS","03/2022","127242"
"21","MARANHÃO","03/2022","323248"
"22","PIAUÍ","03/2022","112552"
"23","CEARÁ","03/2022","395439"
"24","RIO GRANDE DO NORTE","03/2022","151671"
"25","PARAÍBA","03/2022","149336"
"26","PERNAMBUCO","03/2022","408476"
"27","ALAGOAS","03/2022","131243"
"28","SERGIPE","03/2022","106960"
"29","BAHIA","03/2022","615355"
"31","MINAS GERAIS","03/2022","924623"
"32","ESPÍRITO SANTO","03/2022","223893"
"33","RIO DE JANEIRO","03/2022","455766"
"35","SÃO PAULO","03/2022","1531148"
"41","PARANÁ","03/2022","555766"
"42","SANTA CATARINA","03/2022","188921"
"43","RIO GRANDE DO SUL","03/2022","361829"
"50","MATO GROSSO DO SUL","03/2022","172177"
"51","MATO GROSSO","03/2022","235806"
"52","GOIÁS","03/2022","445010"
"53","DISTRITO FEDERAL","03/2022","68950"
"11","RONDÔNIA","04/2022","142617"
"12","ACRE","04/2022","46774"
"13","AMAZONAS","04/2022","253138"
"14","RORAIMA","04/2022","44425"
"15","PARÁ","04/2022","511171"
"16","AMAPÁ","04/2022","50599"
"17","TOCANTINS","04/2022","130247"
"21","MARANHÃO","04/2022","328105"
"22","PIAUÍ","04/2022","113859"
"23","CEARÁ","04/2022","398052"
"24","RIO GRANDE DO NORTE","04/2022","154158"
"25","PARAÍBA","04/2022","152634"
"26","PERNAMBUCO","04/2022","419785"
"27","ALAGOAS","04/2022","132893"
"28","SERGIPE","04/2022","109456"
"29","BAHIA","04/2022","628955"
"31","MINAS GERAIS","04/2022","939525"
"32","ESPÍRITO SANTO","04/2022","228468"
"33","RIO DE JANEIRO","04/2022","468087"
"35","SÃO PAULO","04/2022","1557558"
"41","PARANÁ","04/2022","562251"
"42","SANTA CATARINA","04/2022","193299"
"43","RIO GRANDE DO SUL","04/2022","368277"
"50","MATO GROSSO DO SUL","04/2022","175360"
"51","MATO GROSSO","04/2022","240575"
"52","GOIÁS","04/2022","460027"
"53","DISTRITO FEDERAL","04/2022","71874"
